Timestamp;Device;Command;Raw_Response;Decoded_Info;Latency_ms










2026-06-17 08:09:32;SESSION;START;SIMULATION;;0
2026-06-17 08:09:32.894;CONFIG;PORT_LASER;None;;0.00
2026-06-17 08:09:32.894;CONFIG;PORT_LOCKIN;None;;0.00
2026-06-17 08:09:32.894;CONFIG;BAUDRATE_LASER;9600;;0.00
2026-06-17 08:09:32.894;CONFIG;BAUDRATE_LOCKIN;19200;;0.00
2026-06-17 08:09:32.894;CONFIG;INTERVAL_LASER;1.0;;0.00
2026-06-17 08:09:32.894;CONFIG;INTERVAL_LOCKIN;0.1;;0.00
2026-06-17 08:09:32.894;CONFIG;LOG_PREFIX;T;;0.00
2026-06-17 08:09:32.894;CONFIG;SIMULATE;True;;0.00
2026-06-17 08:09:32.894;CONFIG;CAPTURE_INPUT;True;;0.00
2026-06-17 08:09:32.894;CONFIG;INSERT_SEPARATOR;True;;0.00
2026-06-17 08:09:32.903;TERMINAL;OUTPUT;;;0
2026-06-17 08:09:32.903;TERMINAL;OUTPUT;================================================================================;;0
2026-06-17 08:09:32.903;TERMINAL;OUTPUT;HARDWARE RS232 / USB KOMMUNIKATIONSSYSTEM - AKTIVER MODUS;;0
2026-06-17 08:09:32.903;TERMINAL;OUTPUT;================================================================================;;0
2026-06-17 08:09:32.903;TERMINAL;OUTPUT;⚠️  WARNUNG: pyserial ist nicht installiert.;;0
2026-06-17 08:09:32.907;TERMINAL;OUTPUT;   Starte stattdessen den Simulationsmodus.;;0
2026-06-17 08:09:32.907;TERMINAL;OUTPUT;   Installiere pyserial mit: pip install pyserial;;0










2026-06-17 08:09:32;SESSION;START;SIMULATION;;0
2026-06-17 08:09:32.909;TERMINAL;OUTPUT;[Worker] CSV-Logging initialisiert: logs\2026-06-17\plis_simulation_log.csv;;0
2026-06-17 08:09:32.910;TERMINAL;OUTPUT;;;0
2026-06-17 08:09:32.911;TERMINAL;OUTPUT;================================================================================;;0
2026-06-17 08:09:32.912;TERMINAL;OUTPUT;STARTE AKTIVE RS232/USB-KOMMUNIKATION;;0
2026-06-17 08:09:32.913;TERMINAL;OUTPUT;================================================================================;;0
2026-06-17 08:09:32.913;TERMINAL;OUTPUT;🔴 OsTech Laser-Treiber:        SIM_LASER;;0
2026-06-17 08:09:32.914;TERMINAL;OUTPUT;   └─ Baudrate: 9600, Protokoll: 8N1;;0
2026-06-17 08:09:32.915;TERMINAL;OUTPUT;   └─ Befehle: GT (Temp), GS (Status), GMS (Laser ON/OFF);;0
2026-06-17 08:09:32.915;TERMINAL;OUTPUT;;;0
2026-06-17 08:09:32.917;TERMINAL;OUTPUT;🔵 SR830 Lock-In-Verstärker:    SIM_LOCKIN;;0
2026-06-17 08:09:32.919;TERMINAL;OUTPUT;   └─ Baudrate: 19200, Protokoll: 8N1;;0
2026-06-17 08:09:32.920;TERMINAL;OUTPUT;   └─ Befehle: SNAP? (X/Y-Daten), PHAS? (Phase), FREQ? (Frequenz);;0
2026-06-17 08:09:32.921;TERMINAL;OUTPUT;;;0
